report_text,sif_binary,label_source,category,risk_level,sif_label,facility,department,label,python predict_v3.py
Incident observation 664: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 194: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 839: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 579: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 149: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 584: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"Unsafe work report: a worker welded beside a tank connection during a scheduled inspection. The hot-work permit and gas test were bypassed, creating a flammable-vapour ignition event. Result: a flash fire with serious burns. The pre-job checklist was incomplete.",1,original_trusted,,,,,,,
Confined space entry permit expired - worker entered anyway. Co-worker entered to retrieve worker. Both exposed to low oxygen. Gas monitor not calibrated - showed false reading. Two workers collapsed. Both rescued but unconscious.,1,,Unsafe Act,High,SIF,Tank Cleaning Area,Maintenance Operations,1.0,
Pipe flange gasket failed - hot oil spray. Worker's face and hands severely burned. Worker not wearing face shield. PPE available but not used. Temperature 300°C - immediate severe burns.,1,,Unsafe Act,High,SIF,Hot Oil System,Operations Mechanical,1.0,
Incident observation 1234: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 54: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 724: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 379: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 334: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 169: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 1124: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 599: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 899: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 434: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 219: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Forklift driver carrying loose load - load shifted. Worker hit by falling object. Broken leg and foot. Load not stable. No straps used. Forklift tilting forward. Load center exceeded. Operator rushing.,1,original_trusted,,,,,,,
"While completing an urgent task, a worker experienced suspended-load strike after they walked beneath a crane load. The exclusion zone was ignored. Outcome: a crushed leg requiring surgery. A safer method was available nearby.",1,original_trusted,,,,,,,
Worker crossing conveyor belt - not using crosswalk. Belt started while worker on it. Worker fell into conveyor. Severe lacerations and broken arm. Conveyor emergency stop not used. Walkways present but not used.,1,,Unsafe Act,High,SIF,Conveyor System,Operations,1.0,
"Unsafe work report: a worker installed pipe supports during routine maintenance. Fall arrest lanyard was not connected, creating a fall from an elevated work platform event. Result: multiple fractures and a serious head injury. The pre-job checklist was incomplete.",1,,Unsafe Act,High,SIF,Construction Zone,Projects,1.0,
Incident observation 109: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,original_trusted,,,,,,,
"A worker inspected a rotating shaft during a scheduled inspection, despite the fact that the guard had been removed and equipment remained energized. The exposure involved rotating-equipment entanglement, resulting in a severe arm injury. The hazard was visible before work began.",1,original_trusted,,,,,,,
