report_id,site,activity,description_raw,binary_sif,sif_probability,priority
OIL-UC-2049,Digboi Refinery,Shift changeover check,Vehicle-lift/lifting aid at Boiler House found operating 12 months past its load-test certification date with no re-test scheduled.,1,0.33,Medium
OIL-UC-2050,Jorhat Operations,Audit/compliance walkthrough,Cathodic-protection or corrosion-monitoring reading at Diesel Fuel Island found reading zero output for over 38 days; no compensating inspection logged.,1,0.29,Low
OIL-UC-2051,Moran Oilfield,Emergency-readiness drill prep,"Ventilation fan at Mud Logging Cabin found seized, area temperature elevated by approximately 12 degrees during operation.",1,0.39,Medium
OIL-UC-2052,Offshore Rig-04,Pre-operation verification,"Journey/route risk advisory for the route past Catwalk / V-Door found not updated for the current season, last revised 19 months ago.",1,0.39,Medium
OIL-UC-2053,Guwahati Pipeline Station,Shift changeover check,"Fire extinguisher near TTPA (Tank Truck Parking Area) found with an inspection tag 28 months overdue, unit otherwise appearing intact.",1,0.32,Medium
OIL-UC-2054,Duliajan Oilfield,Pre-operation verification,"Access-road culvert crossing near Workover Rig Site found partially washed out after recent rain, heavy vehicles continuing to use the route for 24 days since.",1,0.3,Medium
OIL-UC-2055,Digboi Refinery,Contractor oversight visit,"Chemical-injection skid at Effluent Treatment Plant found with a leaking pump seal, product pooling on the skid deck for an estimated 35 hours before being noticed.",1,0.33,Medium
OIL-UC-2056,Jorhat Operations,Routine inspection round,"Racking/shelving at Compressed Gas Store found with a bent support member on an upper level, load unreduced for 40 days since discovery.",1,0.28,Low
OIL-UC-2057,Moran Oilfield,Emergency-readiness drill prep,"Incompatible materials found stored together near Mud Logging Cabin (oxidizing and flammable classes), separation short of code by roughly 10 cm.",1,0.32,Medium
OIL-UC-2058,Offshore Rig-04,Pre-operation verification,"Wheel-chock use not enforced during a connected transfer operation at Catwalk / V-Door, observed on 2 occasions this month.",1,0.41,Medium
OIL-UC-2059,Guwahati Pipeline Station,Audit/compliance walkthrough,"Emergency shutdown pull-station near Metering Skid found with a damaged cover, response time estimated 26 seconds slower in a test.",1,0.4,Medium
OIL-UC-2060,Duliajan Oilfield,Pre-operation verification,"Alarm audibility at Chemical Injection Skid found reduced, volume measured roughly 6% below the standard threshold against ambient plant noise.",1,0.43,Medium
OIL-UC-2061,Digboi Refinery,Pre-operation verification,"Support beam near Battery Room found with visible surface rust at a load-bearing weld, corrosion depth estimated at 3 mm.",1,0.44,Medium
OIL-UC-2062,Jorhat Operations,Audit/compliance walkthrough,"Nozzle/valve seal at Training Center found with a slow drip, small stain accumulating over approximately 29 hours.",1,0.35,Medium
OIL-UC-2063,Moran Oilfield,Routine inspection round,"Low-pressure alarm setpoint at Well Test Separator found miscalibrated by roughly 20%, triggering well below the level needed for fail-safe response.",1,0.35,Medium
OIL-UC-2064,Offshore Rig-04,Emergency-readiness drill prep,Confined-space warning signage at Main Deck Crane found faded and difficult to read from beyond 31 metres.,1,0.4,Medium
OIL-UC-2065,Guwahati Pipeline Station,Emergency-readiness drill prep,"Leak-indication tape near a flange at Mainline Block Valve Station found discolored, consistent with a past minor release roughly 29 weeks ago; no work order raised.",1,0.3,Medium
OIL-UC-2066,Duliajan Oilfield,Routine inspection round,SCADA/monitoring software at Perforating Gun Store flagged as running an unpatched version for approximately 35 months.,1,0.35,Medium
OIL-UC-2067,Digboi Refinery,Shift changeover check,"Standing/unacknowledged alarms accumulated in the control interface for Boiler House, approximately 16 outstanding at time of check.",1,0.41,Medium
OIL-UC-2068,Jorhat Operations,Audit/compliance walkthrough,"Handrail section near Training Center found corroded through in one section, load-bearing capacity untested for 9 months.",1,0.37,Medium
OIL-UC-2069,Moran Oilfield,Contractor oversight visit,Vehicle-lift/lifting aid at Cementing Unit found operating 24 months past its load-test certification date with no re-test scheduled.,1,0.44,Medium
OIL-UC-2070,Offshore Rig-04,Routine inspection round,Cathodic-protection or corrosion-monitoring reading at Main Deck Crane found reading zero output for over 17 days; no compensating inspection logged.,1,0.3,Medium
OIL-UC-2071,Guwahati Pipeline Station,Scheduled maintenance walkdown,"Ventilation fan at Metering Skid found seized, area temperature elevated by approximately 40 degrees during operation.",1,0.41,Medium
OIL-UC-2072,Duliajan Oilfield,Emergency-readiness drill prep,"Journey/route risk advisory for the route past Workover Rig Site found not updated for the current season, last revised 13 months ago.",1,0.39,Medium
OIL-UC-2073,Digboi Refinery,Contractor oversight visit,"Fire extinguisher near Effluent Treatment Plant found with an inspection tag 38 months overdue, unit otherwise appearing intact.",1,0.39,Medium
OIL-UC-2074,Jorhat Operations,Scheduled maintenance walkdown,"Access-road culvert crossing near Warehouse found partially washed out after recent rain, heavy vehicles continuing to use the route for 22 days since.",1,0.35,Medium
OIL-UC-2075,Moran Oilfield,Emergency-readiness drill prep,"Chemical-injection skid at Well Test Separator found with a leaking pump seal, product pooling on the skid deck for an estimated 21 hours before being noticed.",1,0.33,Medium
OIL-UC-2076,Offshore Rig-04,Routine inspection round,"Racking/shelving at Mud Pump Room found with a bent support member on an upper level, load unreduced for 34 days since discovery.",1,0.33,Medium
OIL-UC-2077,Guwahati Pipeline Station,Shift changeover check,"Incompatible materials found stored together near Pig Launcher (oxidizing and flammable classes), separation short of code by roughly 5 cm.",1,0.42,Medium
OIL-UC-2078,Duliajan Oilfield,Audit/compliance walkthrough,"Wheel-chock use not enforced during a connected transfer operation at Workover Rig Site, observed on 40 occasions this month.",1,0.35,Medium
OIL-UC-2079,Digboi Refinery,Pre-operation verification,"Emergency shutdown pull-station near LPG Bottling Plant found with a damaged cover, response time estimated 4 seconds slower in a test.",1,0.43,Medium
OIL-UC-2080,Jorhat Operations,Shift changeover check,"Alarm audibility at Fleet Operations Yard found reduced, volume measured roughly 14% below the standard threshold against ambient plant noise.",1,0.38,Medium
OIL-UC-2081,Moran Oilfield,Pre-operation verification,"Support beam near Mud Logging Cabin found with visible surface rust at a load-bearing weld, corrosion depth estimated at 5 mm.",1,0.3,Medium
OIL-UC-2082,Offshore Rig-04,Contractor oversight visit,"Nozzle/valve seal at Catwalk / V-Door found with a slow drip, small stain accumulating over approximately 34 hours.",1,0.31,Medium
OIL-UC-2083,Guwahati Pipeline Station,Audit/compliance walkthrough,"Low-pressure alarm setpoint at TTPA (Tank Truck Parking Area) found miscalibrated by roughly 30%, triggering well below the level needed for fail-safe response.",1,0.37,Medium
OIL-UC-2084,Duliajan Oilfield,Shift changeover check,Confined-space warning signage at Chemical Injection Skid found faded and difficult to read from beyond 25 metres.,1,0.35,Medium
OIL-UC-2085,Digboi Refinery,Routine inspection round,"Leak-indication tape near a flange at Boiler House found discolored, consistent with a past minor release roughly 40 weeks ago; no work order raised.",1,0.41,Medium
OIL-UC-2086,Jorhat Operations,Shift changeover check,SCADA/monitoring software at Warehouse flagged as running an unpatched version for approximately 6 months.,1,0.3,Medium
OIL-UC-2087,Moran Oilfield,Shift changeover check,"Standing/unacknowledged alarms accumulated in the control interface for Well Test Separator, approximately 20 outstanding at time of check.",1,0.4,Medium
OIL-UC-2088,Offshore Rig-04,Routine inspection round,"Handrail section near Main Deck Crane found corroded through in one section, load-bearing capacity untested for 23 months.",1,0.38,Medium
OIL-UC-2089,Guwahati Pipeline Station,Contractor oversight visit,Vehicle-lift/lifting aid at 220kV Cable Trench (RCC) found operating 21 months past its load-test certification date with no re-test scheduled.,1,0.4,Medium
OIL-UC-2090,Duliajan Oilfield,Contractor oversight visit,Cathodic-protection or corrosion-monitoring reading at Gas Compressor Station found reading zero output for over 40 days; no compensating inspection logged.,1,0.44,Medium
OIL-UC-2091,Digboi Refinery,Contractor oversight visit,"Ventilation fan at LPG Bottling Plant found seized, area temperature elevated by approximately 26 degrees during operation.",1,0.41,Medium
OIL-UC-2092,Jorhat Operations,Routine inspection round,"Journey/route risk advisory for the route past Fleet Operations Yard found not updated for the current season, last revised 35 months ago.",1,0.39,Medium
OIL-UC-2093,Moran Oilfield,Routine inspection round,"Fire extinguisher near Camp Site found with an inspection tag 25 months overdue, unit otherwise appearing intact.",1,0.34,Medium
OIL-UC-2094,Offshore Rig-04,Emergency-readiness drill prep,"Access-road culvert crossing near Helideck found partially washed out after recent rain, heavy vehicles continuing to use the route for 23 days since.",1,0.36,Medium
OIL-UC-2095,Guwahati Pipeline Station,Routine inspection round,"Chemical-injection skid at Metering Skid found with a leaking pump seal, product pooling on the skid deck for an estimated 11 hours before being noticed.",1,0.33,Medium
OIL-UC-2096,Duliajan Oilfield,Emergency-readiness drill prep,"Racking/shelving at Workover Rig Site found with a bent support member on an upper level, load unreduced for 34 days since discovery.",1,0.37,Medium
OIL-UC-2097,Digboi Refinery,Contractor oversight visit,"Incompatible materials found stored together near LPG Bottling Plant (oxidizing and flammable classes), separation short of code by roughly 4 cm.",1,0.34,Medium
OIL-UC-2098,Jorhat Operations,Audit/compliance walkthrough,"Wheel-chock use not enforced during a connected transfer operation at Training Center, observed on 10 occasions this month.",1,0.34,Medium
OIL-UC-2099,Moran Oilfield,Contractor oversight visit,"Emergency shutdown pull-station near Mud Logging Cabin found with a damaged cover, response time estimated 12 seconds slower in a test.",1,0.35,Medium
OIL-UC-2100,Offshore Rig-04,Pre-operation verification,"Alarm audibility at Mud Pump Room found reduced, volume measured roughly 17% below the standard threshold against ambient plant noise.",1,0.38,Medium
OIL-UC-2101,Guwahati Pipeline Station,Audit/compliance walkthrough,"Support beam near TTPA (Tank Truck Parking Area) found with visible surface rust at a load-bearing weld, corrosion depth estimated at 16 mm.",1,0.32,Medium
OIL-UC-2102,Duliajan Oilfield,Shift changeover check,"Nozzle/valve seal at Water Treatment Plant found with a slow drip, small stain accumulating over approximately 14 hours.",1,0.4,Medium
OIL-UC-2103,Digboi Refinery,Emergency-readiness drill prep,"Low-pressure alarm setpoint at Effluent Treatment Plant found miscalibrated by roughly 31%, triggering well below the level needed for fail-safe response.",1,0.33,Medium
OIL-UC-2104,Jorhat Operations,Pre-operation verification,Confined-space warning signage at Training Center found faded and difficult to read from beyond 35 metres.,1,0.44,Medium
OIL-UC-2105,Moran Oilfield,Scheduled maintenance walkdown,"Leak-indication tape near a flange at Rig Floor Catwalk / V-Door found discolored, consistent with a past minor release roughly 40 weeks ago; no work order raised.",1,0.43,Medium
OIL-UC-2106,Offshore Rig-04,Audit/compliance walkthrough,SCADA/monitoring software at Life Boat Station flagged as running an unpatched version for approximately 25 months.,1,0.44,Medium
OIL-UC-2107,Guwahati Pipeline Station,Routine inspection round,"Standing/unacknowledged alarms accumulated in the control interface for Mainline Block Valve Station, approximately 20 outstanding at time of check.",1,0.41,Medium
OIL-UC-2108,Duliajan Oilfield,Scheduled maintenance walkdown,"Handrail section near Water Treatment Plant found corroded through in one section, load-bearing capacity untested for 34 months.",1,0.42,Medium
OIL-UC-2109,Digboi Refinery,Shift changeover check,Vehicle-lift/lifting aid at Ethanol Storage Tanks found operating 30 months past its load-test certification date with no re-test scheduled.,1,0.44,Medium
OIL-UC-2110,Jorhat Operations,Audit/compliance walkthrough,Cathodic-protection or corrosion-monitoring reading at Central Workshop found reading zero output for over 27 days; no compensating inspection logged.,1,0.34,Medium
