report_id,report_type,report_date,site,unit,activity,description_clean,sif_label,binary_sif,sif_probability,life_saving_rules,hazard_energy,barrier_failure,credible_consequence,recommended_action,evidence_text,status
OIL-UC-1218,unsafe conditions,26-01-2026,Jorhat Operations,Fire Station,Routine inspection round,Low-traffic footpath near Fire Station found with overgrown vegetation encroaching about 33 cm into the walkway.,Low,0,0.05,Gravity (minor),Degraded - vegetation maintenance overdue in a low-risk area,"Minor obstruction, low likelihood of injury",Trim vegetation at next grounds maintenance,overgrown vegetation,Low-traffic footpath near Fire Station found with overgrown,Resolved
OIL-UC-1219,unsafe conditions,11-09-2024,Moran Oilfield,Cementing Unit,Emergency-readiness drill prep,Notice board near Cementing Unit found with 8 outdated circulars still pinned alongside current ones.,Low,0,0.14,,Degraded - minor communication clutter,"Negligible, potential minor confusion only",Remove outdated circulars at next review,outdated circulars,Notice board near Cementing Unit found with 8 outdated circu,Open
OIL-UC-1220,unsafe conditions,25-07-2025,Offshore Rig-04,SPM Mooring Buoy Support Vessel,Routine inspection round,Noticeboard near SPM Mooring Buoy Support Vessel displaying a safety poster overdue for its 31-month scheduled update.,Low,0,0.12,,Degraded - communication cadence lapse,"Negligible, informational gap only",Update poster and set a reminder for the next review cycle,overdue for its,Noticeboard near SPM Mooring Buoy Support Vessel displaying,Open
OIL-UC-1221,unsafe conditions,27-02-2025,Guwahati Pipeline Station,Metering Skid,Pre-operation verification,"Walkway near Metering Skid found with a small patch of loose gravel, 6 metres from any vehicle or process route.",Low,0,0.13,Gravity (minor),Degraded - minor surface wear in a low-traffic area,"Minor stumble risk, low likelihood of significant injury",Level the patch during next grounds maintenance round,loose gravel,Walkway near Metering Skid found with a small patch of loose,Open
OIL-UC-1222,unsafe conditions,03-05-2025,Duliajan Oilfield,Chemical Injection Skid,Contractor oversight visit,"Storage shelf near Chemical Injection Skid found with non-hazardous spares stacked slightly above the marked height line, about 27 cm over.",Low,0,0.04,Gravity (minor),Degraded - storage height guideline not followed,Minor risk of an item falling from a low shelf,Restack items to the marked height line,stacked slightly above the marked height line,Storage shelf near Chemical Injection Skid found with non-ha,Resolved
OIL-UC-1223,unsafe conditions,18-07-2026,Digboi Refinery,LPG Bottling Plant,Shift changeover check,"Chair in the rest area near LPG Bottling Plant found with a slightly loose leg, wobble noted but stable under normal use, reported 26 days ago.",Low,0,0.11,Gravity (minimal),Degraded - minor furniture wear,"Negligible, minor discomfort only",Repair or replace during routine facilities maintenance,slightly loose leg,Chair in the rest area near LPG Bottling Plant found with a,Open
OIL-UC-1224,unsafe conditions,27-01-2025,Jorhat Operations,Compressed Gas Store,Routine inspection round,"Faded lane-marking paint observed near the Compressed Gas Store parking area, visibility reduced by roughly 36%.",Low,0,0.11,Mechanical Motion (minor),Degraded - visual guidance faded in a low-speed area,Minor risk of parking misjudgement at low speed,Repaint lane markings at next facility upkeep cycle,faded lane-marking paint,Faded lane-marking paint observed near the Compressed Gas St,Open
OIL-UC-1225,unsafe conditions,19-08-2025,Moran Oilfield,Telescopic Mast Assembly,Scheduled maintenance walkdown,"Small water stain noted on a ceiling tile near Telescopic Mast Assembly, traced to an old, now-repaired roof leak; no active leak for over 20 weeks.",Low,0,0.13,,Functioning - no active hazard present,"Cosmetic issue only, negligible likelihood of harm",Replace tile at next maintenance cycle,water stain ... no active leak,Small water stain noted on a ceiling tile near Telescopic Ma,Open
OIL-UC-1226,unsafe conditions,03-04-2025,Offshore Rig-04,Catwalk / V-Door,Pre-operation verification,"Visitor log near Catwalk / V-Door found with 8 entries missing the induction-confirmation checkbox, though inductions were verbally confirmed by staff.",Low,0,0.05,,Degraded - documentation completeness lapse,"Negligible, an administrative gap rather than a live hazard",Retrain reception/gate staff on register completion,missing the induction-confirmation checkbox,Visitor log near Catwalk / V-Door found with 8 entries missi,Resolved
OIL-UC-1227,unsafe conditions,28-03-2025,Guwahati Pipeline Station,Pig Launcher,Shift changeover check,"Garden hose found coiled loosely across a low-traffic pedestrian path near Pig Launcher, left out for approximately 4 hours.",Low,0,0.13,Gravity (trip),Degraded - minor trip hazard in a non-operational area,"Minor trip, low likelihood of significant injury",Coil and store hose immediately after use,hose ... left across a low-traffic pedestrian path,Garden hose found coiled loosely across a low-traffic pedest,Open
OIL-UC-1228,unsafe conditions,26-11-2025,Duliajan Oilfield,Chemical Injection Skid,Pre-operation verification,"Lint buildup observed inside a utility dryer vent near Chemical Injection Skid, last cleaned approximately 25 months ago.",Low,0,0.05,Thermal (minor),Degraded - routine maintenance overdue on a low-energy appliance,Low-likelihood minor fire risk in a domestic-scale appliance,Schedule vent cleaning,lint buildup,Lint buildup observed inside a utility dryer vent near Chemi,Open
OIL-UC-1229,unsafe conditions,22-11-2024,Digboi Refinery,Battery Room,Contractor oversight visit,"Utility shelf near Battery Room found with cleaning supplies stacked neatly but close to the marked capacity line, about 38% full.",Low,0,0.13,Gravity (minimal),Functioning - within capacity despite appearing full,Negligible,Redistribute items for tidiness during next tidy-up,close to the marked capacity line,Utility shelf near Battery Room found with cleaning supplies,Open
OIL-UC-1230,unsafe conditions,25-02-2026,Jorhat Operations,Fire Station,Audit/compliance walkthrough,"Small puddle of rainwater observed near Fire Station, 7 metres away from any electrical or process equipment.",Low,0,0.14,Gravity (minor),Functioning - no hazardous interaction present,"Negligible, minor slip risk only","Allow natural drainage, monitor after heavy rain",small puddle of rainwater,Small puddle of rainwater observed near Fire Station,Resolved
OIL-UC-1231,unsafe conditions,25-10-2024,Moran Oilfield,Telescopic Mast Assembly,Pre-operation verification,"Outdated version of a general facility map displayed near Telescopic Mast Assembly, superseded layout approximately 17 months old.",Low,0,0.15,,Degraded - minor informational lapse,"Negligible, unlikely to cause any operational confusion",Replace with the current facility map,outdated version,Outdated version of a general facility map displayed near Te,Open
OIL-UC-1232,unsafe conditions,17-02-2025,Offshore Rig-04,Helideck,Contractor oversight visit,"Bicycle/scooter parking area near Helideck found with uneven surface in one corner, away from any vehicle movement path, noted 31 days ago.",Low,0,0.06,Gravity (minor),Degraded - surface maintenance lapse in a low-risk area,"Minor stumble, unlikely to cause significant injury",Level surface during next grounds maintenance,uneven surface in one corner,Bicycle/scooter parking area near Helideck found with uneven,Open
OIL-UC-1233,unsafe conditions,09-11-2024,Guwahati Pipeline Station,Pig Launcher,Shift changeover check,Security logbook near Pig Launcher found with a supply gap (pen missing) for about 31 hours; log itself was maintained without interruption.,Low,0,0.12,,Functioning - log maintained despite minor supply gap,Negligible,Restock stationery at the post,supply gap,Security logbook near Pig Launcher found with a supply gap (,Open
OIL-UC-1234,unsafe conditions,03-04-2025,Duliajan Oilfield,Workover Rig Site,Shift changeover check,"Minor rust patch observed on a non-structural roof panel near Workover Rig Site, no leak or structural concern identified over 30 months of monitoring.",Low,0,0.16,,Functioning,"Cosmetic, negligible",Monitor at next scheduled facility inspection,minor rust patch,Minor rust patch observed on a non-structural roof panel nea,Resolved
OIL-UC-1235,unsafe conditions,21-12-2024,Digboi Refinery,Battery Room,Pre-operation verification,"Break-room refrigerator near Battery Room found running slightly warm (18 degrees above setpoint), no food-safety incident reported.",Low,0,0.14,,Degraded - minor appliance drift,"Negligible, food-quality concern rather than safety",Service refrigerator at next facilities round,running slightly warm,Break-room refrigerator near Battery Room found running slig,Open
OIL-UC-1236,unsafe conditions,07-01-2026,Jorhat Operations,Compressed Gas Store,Routine inspection round,Signage near Compressed Gas Store directing to the muster point found slightly faded but still legible from 32 metres.,Low,0,0.06,,Degraded - signage clarity reduced but still functional,"Negligible, minor readability concern",Replace signage at next scheduled refresh,slightly faded but still legible,Signage near Compressed Gas Store directing to the muster po,Open
OIL-UC-1237,unsafe conditions,30-03-2025,Moran Oilfield,Cementing Unit,Shift changeover check,"Non-critical spare-parts bin near Cementing Unit found unlabeled for approximately 38 weeks, contents still identifiable by staff.",Low,0,0.16,,Degraded - inventory labeling lapse,"Negligible, minor efficiency impact only",Relabel bin at next inventory round,unlabeled,Non-critical spare-parts bin near Cementing Unit found unlab,Open
OIL-UC-1238,unsafe conditions,04-05-2026,Offshore Rig-04,Drill Floor,Shift changeover check,Low-traffic footpath near Drill Floor found with overgrown vegetation encroaching about 27 cm into the walkway.,Low,0,0.03,Gravity (minor),Degraded - vegetation maintenance overdue in a low-risk area,"Minor obstruction, low likelihood of injury",Trim vegetation at next grounds maintenance,overgrown vegetation,Low-traffic footpath near Drill Floor found with overgrown v,Resolved
OIL-UC-1239,unsafe conditions,21-03-2025,Guwahati Pipeline Station,Pig Launcher,Contractor oversight visit,Notice board near Pig Launcher found with 40 outdated circulars still pinned alongside current ones.,Low,0,0.09,,Degraded - minor communication clutter,"Negligible, potential minor confusion only",Remove outdated circulars at next review,outdated circulars,Notice board near Pig Launcher found with 40 outdated circul,Open
OIL-UC-1240,unsafe conditions,14-03-2026,Duliajan Oilfield,Central Tank Farm,Emergency-readiness drill prep,Noticeboard near Central Tank Farm displaying a safety poster overdue for its 40-month scheduled update.,Low,0,0.08,,Degraded - communication cadence lapse,"Negligible, informational gap only",Update poster and set a reminder for the next review cycle,overdue for its,Noticeboard near Central Tank Farm displaying a safety poste,Open
OIL-UC-1241,unsafe conditions,26-07-2026,Digboi Refinery,Ethanol Storage Tanks,Contractor oversight visit,"Walkway near Ethanol Storage Tanks found with a small patch of loose gravel, 18 metres from any vehicle or process route.",Low,0,0.13,Gravity (minor),Degraded - minor surface wear in a low-traffic area,"Minor stumble risk, low likelihood of significant injury",Level the patch during next grounds maintenance round,loose gravel,Walkway near Ethanol Storage Tanks found with a small patch,Open
OIL-UC-1242,unsafe conditions,05-03-2026,Jorhat Operations,Fleet Operations Yard,Contractor oversight visit,"Storage shelf near Fleet Operations Yard found with non-hazardous spares stacked slightly above the marked height line, about 10 cm over.",Low,0,0.04,Gravity (minor),Degraded - storage height guideline not followed,Minor risk of an item falling from a low shelf,Restack items to the marked height line,stacked slightly above the marked height line,Storage shelf near Fleet Operations Yard found with non-haza,Resolved
