python predict_v3.py
report_text,category,risk_level,sif_label,sif_binary,facility,department
"While completing an urgent task, a worker entered a confined space without a confined-space permit resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a night shift, a worker entered a confined space after testing the atmosphere and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During normal production, a worker inspected rotating equipment with all guards in place and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker performed welding bypassing the hot-work permit and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During routine maintenance, a worker entered a confined space after confirming safe oxygen levels and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"While completing an urgent task, a worker operated a forklift with seatbelt properly worn and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a scheduled inspection, a worker opened an electrical panel while energized and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a scheduled inspection, a worker reached into a moving machine bypassing lockout-tagout resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a scheduled inspection, a worker remained outside the exclusion zone while a load was suspended overhead outside the exclusion zone. and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker remained outside the exclusion zone while a load was suspended overhead at a safe distance from the load. and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During normal production, a worker opened an electrical panel after de-energizing and verifying zero voltage and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During routine maintenance, a worker performed welding without clearing combustibles and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker performed welding with proper hot-work controls and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During normal production, a worker worked at height on an elevated platform and no fall arrest was used and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During planned shutdown work, a worker inspected rotating equipment with the guard removed and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During routine maintenance, a worker inspected rotating equipment with guards installed and secured and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During normal production, a worker operated a forklift without seatbelt fastened and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During routine maintenance, a worker worked at height on an elevated platform with full fall protection in place and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
Underground cable struck during excavation. Worker conducting excavation without locating utilities. Worker electrocuted. Cable not marked on drawings. Utilities not located prior to digging. Emergency response delayed.,Unsafe Act,High,SIF,1,Construction Excavation,Civil Projects
"During normal production, a worker entered a confined space without a confined-space permit causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a scheduled inspection, a worker inspected rotating equipment with the guard removed and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During normal production, a worker entered a confined space after confirming safe oxygen levels and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During normal production, a worker opened an electrical panel with verified zero energy state and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker operated a forklift without wearing the seatbelt and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker opened an electrical panel with no electrical isolation and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a scheduled inspection, a worker performed welding with proper hot-work controls and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker performed welding with valid permit and combustibles cleared and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a scheduled inspection, a worker inspected rotating equipment with the protective guard installed and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker performed welding without clearing combustibles and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a night shift, a worker performed welding without permit or fire precautions and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During routine maintenance, a worker stopped the machine, with proper LOTO and verified zero energy, and verified zero energy before work. and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During routine maintenance, a worker inspected rotating equipment with guards removed and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker operated a forklift wearing the seatbelt and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
