report_id,site,activity,description_raw,sif_probability,binary_sif,priority
NM_0665,Truck loading bay,Hydrostatic pressure test,"During Hydrostatic pressure test at Truck loading bay, Gas testing was overdue and no dedicated fire watch was assigned. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.96562,1,Critical
NM_0400,Compressor station,Breaking a pressurised flange,Inspection revealed Communication failure during Breaking a pressurised flange at Compressor station. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.,0.027864307,0,Low
NM_0385,Process plant,Forklift pallet handling,"Before/during Forklift pallet handling at Process plant, Electrical supply and process pressure isolation were not independently verified. The activity was delayed pending correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.0018403683,0,Low
NM_0541,Storage depot,Pressure vessel testing,"During routine checks at Storage depot, Lockout-tagout missing was observed during Pressure vessel testing. The situation had credible potential for serious injury. The situation had credible potential for serious injury and was escalated immediately.",0.94127804,1,Critical
NM_0458,Drilling rig,Equipment maintenance,"During routine checks at Drilling rig, Atmosphere not tested was observed during Equipment maintenance. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.94458103,1,Critical
NM_0074,LPG bottling plant,Process unit startup/shutdown,"Shift crew reported that during Process unit startup/shutdown in LPG bottling plant, Scaffold was altered without inspection tag and toe boards were missing. The area was corrected immediately. The issue was minor and was rectified before it affected the task.",0.004602528,0,Low
NM_0031,Pipeline ROW,Crude transfer vehicle movement,"Near-miss observation: while performing Crude transfer vehicle movement at Pipeline ROW, the team found that Electrical supply and process pressure isolation were not independently verified. The team corrected it without delay. The observation was logged and addressed during the same shift.",0.00426555,0,Low
NM_0638,Pump station,Crude transfer vehicle movement,"Before/during Crude transfer vehicle movement at Pump station, Isolation not verified. All personnel were evacuated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9517316,1,Critical
NM_0533,Refinery unit,Hydrostatic pressure test,"During Hydrostatic pressure test at Refinery unit, Line was not depressurised and workers were positioned in the potential release path. Work was stopped due to potential serious injury risk. Work was halted due to high-risk exposure and corrective measures were implemented.",0.95794684,1,Critical
NM_0298,Maintenance yard,Forklift pallet handling,"During Forklift pallet handling at Maintenance yard, Spill containment missing. Work was paused until the issue was addressed. The supervisor reviewed the situation and approved continuation after correction.",0.0041987337,0,Low
NM_0004,Maintenance yard,Scaffolding work,"During routine checks at Maintenance yard, Tool inspection missing was observed during Scaffolding work. The team corrected it without delay. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.017660711,0,Low
NM_0704,Process plant,Housekeeping inspection,A Gas test missing was identified during Housekeeping inspection at Process plant. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.,0.91765386,1,Critical
NM_0304,Wellsite,Scaffolding work,"During routine checks at Wellsite, Communication failure was observed during Scaffolding work. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",0.0097660655,0,Low
NM_0215,Pipeline ROW,Scaffold modification,"Near-miss observation: while performing Scaffold modification at Pipeline ROW, the team found that Communication failure. The job proceeded only after corrective measures. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.011934766,0,Low
NM_0720,Maintenance yard,Pipeline inspection,A Fire watch missing was identified during Pipeline inspection at Maintenance yard. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,0.8472205,1,Critical
NM_0666,Wellsite,Lifting and rigging,"Near-miss observation: while performing Lifting and rigging at Wellsite, the team found that Fall arrest missing. Actual exposure to hazardous conditions occurred. The situation had imminent potential for fatality and was escalated immediately.",0.11182895,0,Low
